url,category,lang
https://ko.wikipedia.org/wiki/대한민국의_기후_변화,korea,ko
https://en.wikipedia.org/wiki/History_of_climate_change_science,science,en
https://en.wikipedia.org/wiki/2022_United_Nations_Climate_Change_Conference,international,en
https://en.wikipedia.org/wiki/2022_South_Korea_floods,korea,en
https://ko.wikipedia.org/wiki/저탄소_녹색_성장,korea,ko
